time	V(n001)	I(D1)
8.162356404208783e-08	-6.000000e+00	-4.117007e-06
8.163356404208783e-08	-6.000000e+00	-3.459400e-06
8.164356404208783e-08	-6.000000e+00	-2.907934e-06
8.165356404208783e-08	-6.000000e+00	-2.445478e-06
8.166356404208783e-08	-6.000000e+00	-2.057667e-06
8.167356404208782e-08	-6.000000e+00	-1.732453e-06
8.168356404208782e-08	-6.000000e+00	-1.459732e-06
8.169356404208782e-08	-6.000000e+00	-1.231032e-06
8.170356404208782e-08	-6.000000e+00	-1.039248e-06
8.171356404208782e-08	-6.000000e+00	-8.784210e-07
8.172356404208781e-08	-6.000000e+00	-7.435542e-07
8.173356404208781e-08	-6.000000e+00	-6.304571e-07
8.174356404208781e-08	-6.000000e+00	-5.356160e-07
8.175356404208781e-08	-6.000000e+00	-4.560840e-07
8.176356404208781e-08	-6.000000e+00	-3.893899e-07
8.177356404208780e-08	-6.000000e+00	-3.334616e-07
8.178356404208780e-08	-6.000000e+00	-2.865612e-07
8.179356404208780e-08	-6.000000e+00	-2.472314e-07
8.180356404208780e-08	-6.000000e+00	-2.142502e-07
8.181356404208780e-08	-6.000000e+00	-1.865929e-07
8.182356404208780e-08	-6.000000e+00	-1.634000e-07
8.183356404208779e-08	-6.000000e+00	-1.439509e-07
8.185356404208779e-08	-6.000000e+00	-1.139644e-07
8.187356404208779e-08	-6.000000e+00	-9.287745e-08
8.189356404208778e-08	-6.000000e+00	-7.804877e-08
8.192356404208778e-08	-6.000000e+00	-6.363263e-08
8.194499261351635e-08	-6.000000e+00	-5.810485e-08
8.196642118494491e-08	-6.000000e+00	-5.350337e-08
8.198784975637348e-08	-6.000000e+00	-4.982820e-08
8.200927832780205e-08	-6.000000e+00	-4.707934e-08
8.203070689923062e-08	-6.000000e+00	-4.525679e-08
8.205213547065918e-08	-6.000000e+00	-4.436054e-08
8.207356404208775e-08	-6.000000e+00	-4.439060e-08
8.247356404208767e-08	-6.000000e+00	-4.372936e-08
8.287356404208760e-08	-6.000000e+00	-4.321817e-08
8.327356404208752e-08	-6.000000e+00	-4.285703e-08
8.367356404208744e-08	-6.000000e+00	-4.264595e-08
8.407356404208737e-08	-6.000000e+00	-4.258493e-08
8.447356404208729e-08	-6.000000e+00	-4.267397e-08
8.487356404208722e-08	-6.000000e+00	-4.291305e-08
9.159356404208594e-08	-6.000000e+00	-4.291305e-08
1.010000000000000e-07	-6.000000e+00	-4.291305e-08
1.010006435957916e-07	-5.995495e+00	2.215334e-05
1.010019307873747e-07	-5.986485e+00	6.604978e-05
1.010045051705411e-07	-5.968464e+00	1.509322e-04
1.010096539368737e-07	-5.932423e+00	3.096876e-04
1.010196539368737e-07	-5.862422e+00	5.803822e-04
1.010296539368737e-07	-5.792422e+00	8.075952e-04
1.010396539368737e-07	-5.722423e+00	9.985578e-04
1.010496539368737e-07	-5.652422e+00	1.159340e-03
1.010596539368737e-07	-5.582422e+00	1.295016e-03
1.010696539368737e-07	-5.512423e+00	1.409827e-03
1.010796539368737e-07	-5.442422e+00	1.507309e-03
1.010896539368737e-07	-5.372422e+00	1.590409e-03
1.010996539368737e-07	-5.302423e+00	1.661574e-03
1.011196539368737e-07	-5.162423e+00	1.775910e-03
1.011396539368737e-07	-5.022422e+00	1.862818e-03
1.011696539368737e-07	-4.812422e+00	1.959886e-03
1.011910825083023e-07	-4.662422e+00	2.009335e-03
1.012125110797308e-07	-4.512423e+00	2.055789e-03
1.012339396511594e-07	-4.362423e+00	2.099248e-03
1.012553682225880e-07	-4.212423e+00	2.139712e-03
1.012767967940165e-07	-4.062423e+00	2.177181e-03
1.012982253654451e-07	-3.912422e+00	2.211655e-03
1.013196539368737e-07	-3.762422e+00	2.243134e-03
1.013682253654451e-07	-3.422422e+00	2.317996e-03
1.014167967940165e-07	-3.082422e+00	2.402944e-03
1.014653682225879e-07	-2.742422e+00	2.497978e-03
1.015139396511594e-07	-2.402423e+00	2.603098e-03
1.015625110797308e-07	-2.062423e+00	2.718304e-03
1.016110825083022e-07	-1.722422e+00	2.843596e-03
1.016596539368736e-07	-1.382422e+00	2.978974e-03
1.016796539368736e-07	-1.242422e+00	3.041327e-03
1.016996539368736e-07	-1.102422e+00	3.108009e-03
1.017196539368736e-07	-9.624224e-01	3.179018e-03
1.017396539368736e-07	-8.224224e-01	3.254356e-03
1.017596539368736e-07	-6.824224e-01	3.334022e-03
1.017796539368736e-07	-5.424224e-01	3.418016e-03
1.017996539368736e-07	-4.024224e-01	3.506338e-03
1.018167967940164e-07	-2.824224e-01	3.586308e-03
1.018339396511593e-07	-1.624224e-01	3.672171e-03
1.018510825083022e-07	-4.242244e-02	3.763927e-03
1.018682253654450e-07	7.757756e-02	3.861575e-03
1.018853682225879e-07	1.975776e-01	3.965115e-03
1.019025110797307e-07	3.175775e-01	4.074547e-03
1.019196539368736e-07	4.375775e-01	4.189872e-03
1.019396539368736e-07	5.775775e-01	4.336288e-03
1.019696539368736e-07	7.875776e-01	4.579583e-03
1.020002422441885e-07	1.000000e+00	4.854778e-03
1.020127338986989e-07	1.000000e+00	4.565036e-03
1.020252255532092e-07	1.000000e+00	4.306327e-03
1.020377172077196e-07	1.000000e+00	4.078649e-03
1.020502088622299e-07	1.000000e+00	3.882005e-03
1.020627005167403e-07	1.000000e+00	3.716392e-03
1.020751921712506e-07	1.000000e+00	3.581812e-03
1.020876838257610e-07	1.000000e+00	3.478264e-03
1.021076838257610e-07	1.000000e+00	3.343569e-03
1.021376838257610e-07	1.000000e+00	3.201137e-03
1.021605409686181e-07	1.000000e+00	3.128794e-03
1.021833981114753e-07	1.000000e+00	3.064299e-03
1.022062552543324e-07	1.000000e+00	3.007654e-03
1.022291123971895e-07	1.000000e+00	2.958858e-03
1.022519695400467e-07	1.000000e+00	2.917910e-03
1.022748266829038e-07	1.000000e+00	2.884812e-03
1.022976838257609e-07	1.000000e+00	2.859562e-03
1.023619695400466e-07	1.000000e+00	2.796304e-03
1.024262552543323e-07	1.000000e+00	2.739992e-03
1.024905409686180e-07	1.000000e+00	2.690626e-03
1.025548266829038e-07	1.000000e+00	2.648206e-03
1.026191123971895e-07	1.000000e+00	2.612733e-03
1.026833981114752e-07	1.000000e+00	2.584205e-03
1.027476838257609e-07	1.000000e+00	2.562623e-03
1.029348266829037e-07	1.000000e+00	2.506015e-03
1.031219695400465e-07	1.000000e+00	2.455683e-03
1.033091123971893e-07	1.000000e+00	2.411628e-03
1.034962552543321e-07	1.000000e+00	2.373850e-03
1.036833981114750e-07	1.000000e+00	2.342348e-03
1.038705409686178e-07	1.000000e+00	2.317123e-03
1.040576838257606e-07	1.000000e+00	2.298174e-03
1.045991123971891e-07	1.000000e+00	2.249084e-03
1.051405409686175e-07	1.000000e+00	2.205740e-03
1.056819695400460e-07	1.000000e+00	2.168143e-03
1.062233981114745e-07	1.000000e+00	2.136294e-03
1.067648266829030e-07	1.000000e+00	2.110191e-03
1.073062552543314e-07	1.000000e+00	2.089836e-03
1.078476838257599e-07	1.000000e+00	2.075227e-03
1.084348266829026e-07	1.000000e+00	2.058510e-03
1.090219695400454e-07	1.000000e+00	2.043183e-03
1.096091123971881e-07	1.000000e+00	2.029244e-03
1.101962552543309e-07	1.000000e+00	2.016695e-03
1.107833981114736e-07	1.000000e+00	2.005535e-03
1.113705409686164e-07	1.000000e+00	1.995765e-03
1.119576838257591e-07	1.000000e+00	1.987383e-03
1.131065861363649e-07	1.000000e+00	1.973068e-03
1.142554884469708e-07	1.000000e+00	1.960268e-03
1.154043907575766e-07	1.000000e+00	1.948982e-03
1.165532930681825e-07	1.000000e+00	1.939212e-03
1.177021953787883e-07	1.000000e+00	1.930957e-03
1.188510976893942e-07	1.000000e+00	1.924217e-03
1.200000000000000e-07	1.000000e+00	1.918992e-03
1.200363702711030e-07	7.454081e-01	6.506255e-04
1.200727405422060e-07	4.908162e-01	-6.170184e-04
1.201091108133090e-07	2.362243e-01	-1.883940e-03
1.201454810844120e-07	-1.836759e-02	-3.150139e-03
1.201818513555150e-07	-2.729595e-01	-4.415616e-03
1.202182216266180e-07	-5.275514e-01	-5.680370e-03
1.202545918977210e-07	-7.821433e-01	-6.944403e-03
1.203431633262926e-07	-1.402143e+00	-1.002855e-02
1.204317347548641e-07	-2.022143e+00	-1.309951e-02
1.205203061834356e-07	-2.642143e+00	-1.615728e-02
1.206088776120071e-07	-3.262143e+00	-1.920185e-02
1.206974490405787e-07	-3.882143e+00	-2.223323e-02
1.207860204691502e-07	-4.502143e+00	-2.525141e-02
1.208745918977217e-07	-5.122143e+00	-2.825640e-02
1.208927391167163e-07	-5.251089e+00	-2.887752e-02
1.209108863357108e-07	-5.378856e+00	-2.948351e-02
1.209290335547053e-07	-5.505444e+00	-3.007437e-02
1.209471807736998e-07	-5.630852e+00	-3.065010e-02
1.209653279926944e-07	-5.755080e+00	-3.121070e-02
1.209834752116889e-07	-5.878130e+00	-3.175617e-02
1.210016224306835e-07	-6.000000e+00	-3.228651e-02
1.210080713858804e-07	-6.000000e+00	-3.226479e-02
1.210145203410774e-07	-6.000000e+00	-3.222257e-02
1.210209692962744e-07	-6.000000e+00	-3.215986e-02
1.210274182514713e-07	-6.000000e+00	-3.207666e-02
1.210338672066683e-07	-6.000000e+00	-3.197296e-02
1.210403161618653e-07	-6.000000e+00	-3.184877e-02
1.210467651170623e-07	-6.000000e+00	-3.170409e-02
1.210567651170623e-07	-6.000000e+00	-3.104504e-02
1.210667651170623e-07	-6.000000e+00	-2.963711e-02
1.210767651170623e-07	-6.000000e+00	-2.790700e-02
1.210867651170623e-07	-6.000000e+00	-2.597350e-02
1.211267651170624e-07	-6.000000e+00	-1.751536e-02
1.211367651170624e-07	-6.000000e+00	-1.551632e-02
1.211467651170624e-07	-6.000000e+00	-1.364437e-02
1.211567651170624e-07	-6.000000e+00	-1.191983e-02
1.211667651170624e-07	-6.000000e+00	-1.035320e-02
1.211767651170624e-07	-6.000000e+00	-8.947055e-03
1.211867651170624e-07	-6.000000e+00	-7.697877e-03
1.211967651170625e-07	-6.000000e+00	-6.597875e-03
1.212067651170625e-07	-6.000000e+00	-5.636486e-03
1.212167651170625e-07	-6.000000e+00	-4.801602e-03
1.212267651170625e-07	-6.000000e+00	-4.080512e-03
1.212367651170625e-07	-6.000000e+00	-3.460573e-03
1.212467651170625e-07	-6.000000e+00	-2.929679e-03
1.212567651170625e-07	-6.000000e+00	-2.476542e-03
1.212667651170625e-07	-6.000000e+00	-2.090855e-03
1.212767651170625e-07	-6.000000e+00	-1.763351e-03
1.212867651170626e-07	-6.000000e+00	-1.485808e-03
1.212967651170626e-07	-6.000000e+00	-1.250997e-03
1.213067651170626e-07	-6.000000e+00	-1.052621e-03
1.213167651170626e-07	-6.000000e+00	-8.852251e-04
1.213267651170626e-07	-6.000000e+00	-7.441124e-04
1.213367651170626e-07	-6.000000e+00	-6.252562e-04
1.213467651170626e-07	-6.000000e+00	-5.252170e-04
1.213567651170626e-07	-6.000000e+00	-4.410656e-04
1.213667651170627e-07	-6.000000e+00	-3.703142e-04
1.213767651170627e-07	-6.000000e+00	-3.108538e-04
1.213867651170627e-07	-6.000000e+00	-2.609002e-04
1.213967651170627e-07	-6.000000e+00	-2.189457e-04
1.214067651170627e-07	-6.000000e+00	-1.837181e-04
1.214167651170627e-07	-6.000000e+00	-1.541450e-04
1.214267651170627e-07	-6.000000e+00	-1.293232e-04
1.214367651170627e-07	-6.000000e+00	-1.084923e-04
1.214467651170627e-07	-6.000000e+00	-9.101275e-05
1.214567651170628e-07	-6.000000e+00	-7.634693e-05
1.214667651170628e-07	-6.000000e+00	-6.404296e-05
1.214767651170628e-07	-6.000000e+00	-5.372123e-05
1.214867651170628e-07	-6.000000e+00	-4.506291e-05
1.214967651170628e-07	-6.000000e+00	-3.780030e-05
1.215067651170628e-07	-6.000000e+00	-3.170867e-05
1.215167651170628e-07	-6.000000e+00	-2.659941e-05
1.215267651170628e-07	-6.000000e+00	-2.231423e-05
1.215367651170628e-07	-6.000000e+00	-1.872028e-05
1.215467651170629e-07	-6.000000e+00	-1.570615e-05
1.215567651170629e-07	-6.000000e+00	-1.317833e-05
1.215667651170629e-07	-6.000000e+00	-1.105839e-05
1.215767651170629e-07	-6.000000e+00	-9.280530e-06
1.215867651170629e-07	-6.000000e+00	-7.789577e-06
1.215967651170629e-07	-6.000000e+00	-6.539239e-06
1.216067651170629e-07	-6.000000e+00	-5.490691e-06
1.216167651170629e-07	-6.000000e+00	-4.611372e-06
1.216267651170629e-07	-6.000000e+00	-3.873974e-06
1.216367651170630e-07	-6.000000e+00	-3.255594e-06
1.216467651170630e-07	-6.000000e+00	-2.737023e-06
1.216567651170630e-07	-6.000000e+00	-2.302154e-06
1.216667651170630e-07	-6.000000e+00	-1.937477e-06
1.216767651170630e-07	-6.000000e+00	-1.631662e-06
1.216867651170630e-07	-6.000000e+00	-1.375211e-06
1.216967651170630e-07	-6.000000e+00	-1.160154e-06
1.217067651170630e-07	-6.000000e+00	-9.798108e-07
1.217167651170630e-07	-6.000000e+00	-8.285779e-07
1.217267651170631e-07	-6.000000e+00	-7.017565e-07
1.217367651170631e-07	-6.000000e+00	-5.954064e-07
1.217467651170631e-07	-6.000000e+00	-5.062231e-07
1.217567651170631e-07	-6.000000e+00	-4.314356e-07
1.217667651170631e-07	-6.000000e+00	-3.687203e-07
1.217767651170631e-07	-6.000000e+00	-3.161284e-07
1.217867651170631e-07	-6.000000e+00	-2.720259e-07
1.217967651170631e-07	-6.000000e+00	-2.350424e-07
1.218067651170632e-07	-6.000000e+00	-2.040288e-07
1.218167651170632e-07	-6.000000e+00	-1.780214e-07
1.218267651170632e-07	-6.000000e+00	-1.562121e-07
1.218367651170632e-07	-6.000000e+00	-1.379233e-07
1.218567651170632e-07	-6.000000e+00	-1.097257e-07
1.218767651170632e-07	-6.000000e+00	-8.989674e-08
1.219067651170633e-07	-6.000000e+00	-7.061940e-08
1.219367651170633e-07	-6.000000e+00	-5.925152e-08
1.219610508313490e-07	-6.000000e+00	-5.456561e-08
1.219853365456348e-07	-6.000000e+00	-5.070267e-08
1.220096222599205e-07	-6.000000e+00	-4.766268e-08
1.220339079742063e-07	-6.000000e+00	-4.544566e-08
1.220581936884920e-07	-6.000000e+00	-4.405161e-08
1.220824794027778e-07	-6.000000e+00	-4.348051e-08
1.221067651170635e-07	-6.000000e+00	-4.373238e-08
1.323467651170751e-07	-6.000000e+00	-4.291305e-08
1.410000000000000e-07	-6.000000e+00	-4.291305e-08
1.410003234882915e-07	-5.997736e+00	1.117587e-05
1.410009704648745e-07	-5.993207e+00	3.348670e-05
1.410022644180406e-07	-5.984149e+00	7.735653e-05
1.410048523243726e-07	-5.966034e+00	1.621726e-04
1.410100281370368e-07	-5.929803e+00	3.207493e-04
1.410200281370368e-07	-5.859803e+00	5.896637e-04
1.410300281370368e-07	-5.789803e+00	8.153908e-04
1.410400281370368e-07	-5.719803e+00	1.005115e-03
1.410500281370368e-07	-5.649803e+00	1.164867e-03
1.410600281370368e-07	-5.579803e+00	1.299686e-03
1.410700281370369e-07	-5.509803e+00	1.413786e-03
1.410800281370369e-07	-5.439803e+00	1.510677e-03
1.410900281370369e-07	-5.369803e+00	1.593286e-03
1.411000281370369e-07	-5.299803e+00	1.664045e-03
1.411200281370369e-07	-5.159803e+00	1.777763e-03
1.411400281370369e-07	-5.019803e+00	1.864249e-03
1.411700281370370e-07	-4.809803e+00	1.960919e-03
1.411914567084656e-07	-4.659803e+00	2.010225e-03
1.412128852798942e-07	-4.509803e+00	2.056564e-03
1.412343138513227e-07	-4.359803e+00	2.099935e-03
1.412557424227514e-07	-4.209803e+00	2.140338e-03
1.412771709941799e-07	-4.059803e+00	2.177773e-03
1.412985995656086e-07	-3.909803e+00	2.212241e-03
1.413200281370371e-07	-3.759803e+00	2.243741e-03
1.413685995656086e-07	-3.419803e+00	2.318630e-03
1.414171709941801e-07	-3.079803e+00	2.403623e-03
1.414657424227516e-07	-2.739803e+00	2.498718e-03
1.415143138513231e-07	-2.399803e+00	2.603916e-03
1.415628852798946e-07	-2.059803e+00	2.719217e-03
1.416114567084660e-07	-1.719803e+00	2.844620e-03
1.416600281370375e-07	-1.379803e+00	2.980127e-03
1.416943138513233e-07	-1.139803e+00	3.084804e-03
1.417285995656090e-07	-8.998030e-01	3.205863e-03
1.417628852798948e-07	-6.598030e-01	3.343304e-03
1.417971709941805e-07	-4.198030e-01	3.497127e-03
1.418314567084663e-07	-1.798030e-01	3.667332e-03
1.418657424227521e-07	6.019696e-02	3.853919e-03
1.419000281370378e-07	3.001969e-01	4.056887e-03
1.419100281370378e-07	3.701970e-01	4.123397e-03
1.419200281370378e-07	4.401970e-01	4.192506e-03
1.419400281370378e-07	5.801970e-01	4.339140e-03
1.419700281370379e-07	7.901970e-01	4.582817e-03
1.420000000000000e-07	1.000000e+00	4.860800e-03
1.420135653992062e-07	1.000000e+00	4.548375e-03
1.420271307984124e-07	1.000000e+00	4.271692e-03
1.420406961976185e-07	1.000000e+00	4.030752e-03
1.420542615968247e-07	1.000000e+00	3.825554e-03
1.420678269960309e-07	1.000000e+00	3.656099e-03
1.420813923952371e-07	1.000000e+00	3.522385e-03
1.420949577944432e-07	1.000000e+00	3.424415e-03
1.421249577944433e-07	1.000000e+00	3.254932e-03
1.421549577944433e-07	1.000000e+00	3.139567e-03
1.421821006515862e-07	1.000000e+00	3.068793e-03
1.422092435087291e-07	1.000000e+00	3.005747e-03
1.422363863658720e-07	1.000000e+00	2.950429e-03
1.422635292230149e-07	1.000000e+00	2.902838e-03
1.422906720801578e-07	1.000000e+00	2.862976e-03
1.423178149373006e-07	1.000000e+00	2.830842e-03
1.423449577944435e-07	1.000000e+00	2.806435e-03
1.423692435087293e-07	1.000000e+00	2.783339e-03
1.423935292230150e-07	1.000000e+00	2.761637e-03
1.424178149373008e-07	1.000000e+00	2.741329e-03
1.424421006515865e-07	1.000000e+00	2.722414e-03
1.424663863658722e-07	1.000000e+00	2.704893e-03
1.424906720801580e-07	1.000000e+00	2.688766e-03
1.425149577944437e-07	1.000000e+00	2.674033e-03
1.426378149373010e-07	1.000000e+00	2.615150e-03
1.427606720801583e-07	1.000000e+00	2.562741e-03
1.428835292230156e-07	1.000000e+00	2.516808e-03
1.430063863658728e-07	1.000000e+00	2.477349e-03
1.431292435087301e-07	1.000000e+00	2.444365e-03
1.432521006515874e-07	1.000000e+00	2.417856e-03
1.433749577944447e-07	1.000000e+00	2.397822e-03
1.437335292230165e-07	1.000000e+00	2.345346e-03
1.440921006515884e-07	1.000000e+00	2.298836e-03
1.444506720801602e-07	1.000000e+00	2.258292e-03
1.448092435087320e-07	1.000000e+00	2.223715e-03
1.451678149373039e-07	1.000000e+00	2.195104e-03
1.455263863658757e-07	1.000000e+00	2.172460e-03
1.458849577944475e-07	1.000000e+00	2.155782e-03
1.468663863658772e-07	1.000000e+00	2.114890e-03
1.478478149373069e-07	1.000000e+00	2.079095e-03
1.488292435087366e-07	1.000000e+00	2.048398e-03
1.498106720801663e-07	1.000000e+00	2.022799e-03
1.507921006515960e-07	1.000000e+00	2.002297e-03
1.517735292230257e-07	1.000000e+00	1.986892e-03
1.527549577944553e-07	1.000000e+00	1.976585e-03
1.537899638238188e-07	1.000000e+00	1.964953e-03
1.548249698531824e-07	1.000000e+00	1.954455e-03
1.558599758825459e-07	1.000000e+00	1.945093e-03
1.568949819119094e-07	1.000000e+00	1.936865e-03
1.579299879412730e-07	1.000000e+00	1.929772e-03
1.589649939706365e-07	1.000000e+00	1.923814e-03
1.600000000000000e-07	1.000000e+00	1.918992e-03
1.600393758338805e-07	7.243692e-01	5.458307e-04
1.600787516677609e-07	4.487383e-01	-8.264766e-04
1.601181275016414e-07	1.731075e-01	-2.197930e-03
1.601575033355219e-07	-1.025233e-01	-3.568530e-03
1.601968791694024e-07	-3.781542e-01	-4.938277e-03
1.602362550032828e-07	-6.537850e-01	-6.307169e-03
1.602756308371633e-07	-9.294159e-01	-7.675209e-03
1.603642022657349e-07	-1.549416e+00	-1.075991e-02
1.604527736943064e-07	-2.169416e+00	-1.382982e-02
1.605413451228779e-07	-2.789416e+00	-1.688495e-02
1.606299165514494e-07	-3.409416e+00	-1.992528e-02
1.607184879800210e-07	-4.029416e+00	-2.295082e-02
1.608070594085925e-07	-4.649416e+00	-2.596158e-02
1.608956308371640e-07	-5.269416e+00	-2.895754e-02
1.610013107488508e-07	-6.000000e+00	-3.228828e-02
1.610073441282708e-07	-6.000000e+00	-3.226241e-02
1.610133775076909e-07	-6.000000e+00	-3.222241e-02
1.610194108871109e-07	-6.000000e+00	-3.216827e-02
1.610254442665310e-07	-6.000000e+00	-3.209999e-02
1.610314776459510e-07	-6.000000e+00	-3.201758e-02
1.610375110253711e-07	-6.000000e+00	-3.192103e-02
1.610435444047912e-07	-6.000000e+00	-3.181035e-02
1.610535444047912e-07	-6.000000e+00	-3.135820e-02
1.610635444047912e-07	-6.000000e+00	-3.016867e-02
1.610735444047912e-07	-6.000000e+00	-2.853332e-02
1.610835444047912e-07	-6.000000e+00	-2.667134e-02
1.611035444047912e-07	-6.000000e+00	-2.251094e-02
1.611235444047913e-07	-6.000000e+00	-1.824074e-02
1.611335444047913e-07	-6.000000e+00	-1.620403e-02
1.611435444047913e-07	-6.000000e+00	-1.428466e-02
1.611535444047913e-07	-6.000000e+00	-1.250677e-02
1.611635444047913e-07	-6.000000e+00	-1.088413e-02
1.611735444047913e-07	-6.000000e+00	-9.421854e-03
1.611835444047913e-07	-6.000000e+00	-8.118349e-03
1.611935444047913e-07	-6.000000e+00	-6.967140e-03
1.612035444047914e-07	-6.000000e+00	-5.958479e-03
1.612135444047914e-07	-6.000000e+00	-5.080679e-03
1.612235444047914e-07	-6.000000e+00	-4.321150e-03
1.612335444047914e-07	-6.000000e+00	-3.667164e-03
1.612435444047914e-07	-6.000000e+00	-3.106385e-03
1.612535444047914e-07	-6.000000e+00	-2.627214e-03
1.612635444047914e-07	-6.000000e+00	-2.218990e-03
1.612735444047914e-07	-6.000000e+00	-1.872078e-03
1.612835444047915e-07	-6.000000e+00	-1.577892e-03
1.612935444047915e-07	-6.000000e+00	-1.328863e-03
1.613035444047915e-07	-6.000000e+00	-1.118377e-03
1.613135444047915e-07	-6.000000e+00	-9.406916e-04
1.613235444047915e-07	-6.000000e+00	-7.908556e-04
1.613335444047915e-07	-6.000000e+00	-6.646169e-04
1.613435444047915e-07	-6.000000e+00	-5.583391e-04
1.613535444047915e-07	-6.000000e+00	-4.689223e-04
1.613635444047915e-07	-6.000000e+00	-3.937315e-04
1.613735444047916e-07	-6.000000e+00	-3.305315e-04
1.613835444047916e-07	-6.000000e+00	-2.774300e-04
1.613935444047916e-07	-6.000000e+00	-2.328273e-04
1.614035444047916e-07	-6.000000e+00	-1.953731e-04
1.614135444047916e-07	-6.000000e+00	-1.639286e-04
1.614235444047916e-07	-6.000000e+00	-1.375345e-04
1.614335444047916e-07	-6.000000e+00	-1.153830e-04
1.614435444047916e-07	-6.000000e+00	-9.679467e-05
1.614535444047916e-07	-6.000000e+00	-8.119797e-05
1.614635444047917e-07	-6.000000e+00	-6.811267e-05
1.614735444047917e-07	-6.000000e+00	-5.713521e-05
1.614835444047917e-07	-6.000000e+00	-4.792665e-05
1.614935444047917e-07	-6.000000e+00	-4.020237e-05
1.615035444047917e-07	-6.000000e+00	-3.372342e-05
1.615135444047917e-07	-6.000000e+00	-2.828923e-05
1.615235444047917e-07	-6.000000e+00	-2.373148e-05
1.615335444047917e-07	-6.000000e+00	-1.990891e-05
1.615435444047917e-07	-6.000000e+00	-1.670301e-05
1.615535444047918e-07	-6.000000e+00	-1.401435e-05
1.615635444047918e-07	-6.000000e+00	-1.175950e-05
1.615735444047918e-07	-6.000000e+00	-9.868510e-06
1.615835444047918e-07	-6.000000e+00	-8.282671e-06
1.615935444047918e-07	-6.000000e+00	-6.952754e-06
1.616035444047918e-07	-6.000000e+00	-5.837469e-06
1.616135444047918e-07	-6.000000e+00	-4.902181e-06
1.616235444047918e-07	-6.000000e+00	-4.117847e-06
1.616335444047918e-07	-6.000000e+00	-3.460105e-06
1.616435444047919e-07	-6.000000e+00	-2.908525e-06
1.616535444047919e-07	-6.000000e+00	-2.445974e-06
1.616635444047919e-07	-6.000000e+00	-2.058082e-06
1.616735444047919e-07	-6.000000e+00	-1.732801e-06
1.616835444047919e-07	-6.000000e+00	-1.460024e-06
1.616935444047919e-07	-6.000000e+00	-1.231277e-06
1.617035444047919e-07	-6.000000e+00	-1.039454e-06
1.617135444047919e-07	-6.000000e+00	-8.785934e-07
1.617235444047919e-07	-6.000000e+00	-7.436986e-07
1.617335444047920e-07	-6.000000e+00	-6.305783e-07
1.617435444047920e-07	-6.000000e+00	-5.357176e-07
1.617535444047920e-07	-6.000000e+00	-4.561692e-07
1.617635444047920e-07	-6.000000e+00	-3.894614e-07
1.617735444047920e-07	-6.000000e+00	-3.335215e-07
1.617835444047920e-07	-6.000000e+00	-2.866114e-07
1.617935444047920e-07	-6.000000e+00	-2.472735e-07
1.618035444047920e-07	-6.000000e+00	-2.142856e-07
1.618135444047921e-07	-6.000000e+00	-1.866225e-07
1.618235444047921e-07	-6.000000e+00	-1.634249e-07
1.618335444047921e-07	-6.000000e+00	-1.439718e-07
1.618535444047921e-07	-6.000000e+00	-1.139791e-07
1.618735444047921e-07	-6.000000e+00	-9.288776e-08
1.618935444047921e-07	-6.000000e+00	-7.805602e-08
1.619235444047922e-07	-6.000000e+00	-6.363691e-08
1.619449729762208e-07	-6.000000e+00	-5.810799e-08
1.619664015476494e-07	-6.000000e+00	-5.350556e-08
1.619878301190780e-07	-6.000000e+00	-4.982963e-08
1.620092586905066e-07	-6.000000e+00	-4.708020e-08
1.620306872619352e-07	-6.000000e+00	-4.525727e-08
1.620521158333638e-07	-6.000000e+00	-4.436084e-08
1.620735444047923e-07	-6.000000e+00	-4.439091e-08
1.621935444047925e-07	-6.000000e+00	-4.374885e-08
1.623135444047926e-07	-6.000000e+00	-4.325044e-08
1.624335444047928e-07	-6.000000e+00	-4.289567e-08
1.625535444047929e-07	-6.000000e+00	-4.268455e-08
1.626735444047930e-07	-6.000000e+00	-4.261707e-08
1.627935444047932e-07	-6.000000e+00	-4.269324e-08
1.629135444047933e-07	-6.000000e+00	-4.291305e-08
1.731535444048049e-07	-6.000000e+00	-4.291305e-08
1.810000000000000e-07	-6.000000e+00	-4.291305e-08
1.810006455595186e-07	-5.995481e+00	2.222031e-05
1.810019366785558e-07	-5.986443e+00	6.624768e-05
1.810045189166303e-07	-5.968368e+00	1.513746e-04
1.810096833927793e-07	-5.932216e+00	3.105550e-04
1.810196833927793e-07	-5.862216e+00	5.811100e-04
1.810296833927793e-07	-5.792216e+00	8.082065e-04
1.810396833927793e-07	-5.722216e+00	9.990720e-04
1.810496833927793e-07	-5.652216e+00	1.159773e-03
1.810596833927793e-07	-5.582216e+00	1.295382e-03
1.810696833927793e-07	-5.512216e+00	1.410137e-03
1.810796833927794e-07	-5.442216e+00	1.507574e-03
1.810896833927794e-07	-5.372216e+00	1.590634e-03
1.810996833927794e-07	-5.302216e+00	1.661768e-03
1.811196833927794e-07	-5.162216e+00	1.776055e-03
1.811396833927794e-07	-5.022216e+00	1.862930e-03
1.811696833927795e-07	-4.812216e+00	1.959967e-03
1.811911119642080e-07	-4.662216e+00	2.009405e-03
1.812125405356367e-07	-4.512216e+00	2.055850e-03
1.812339691070652e-07	-4.362216e+00	2.099302e-03
1.812553976784939e-07	-4.212216e+00	2.139762e-03
1.812768262499224e-07	-4.062216e+00	2.177228e-03
1.812982548213510e-07	-3.912216e+00	2.211701e-03
1.813196833927796e-07	-3.762216e+00	2.243182e-03
1.813682548213511e-07	-3.422216e+00	2.318046e-03
